id,age,country,language,personality,reading_habits,favourite_genres,patience
ID1167,46,Brazil,Portuguese,Extrovert,Several times a week,Romance,Moderate
ID1168,63,Indonesia,Indonesian,Introvert,Daily,Fiction,Moderate
ID1169,73,United States,English,Introvert,Weekly,Self-Help,Low
ID1170,70,United States,English,Extrovert,Several times a week,Fiction,Low
ID1171,69,United States,English,Extrovert,Daily,Biography & Memoir,High
ID1172,41,Indonesia,Indonesian,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1173,37,Spain,Spanish,Extrovert,Several times a week,Science Fiction,Low
ID1174,65,Nigeria,English,Ambivert,Weekly,Comics & Graphic Novels,Moderate
ID1175,45,South Korea,Korean,Extrovert,Monthly,Fantasy,High
ID1176,30,India,Hindi,Introvert,Several times a week,Fantasy,Low
ID1177,20,India,Hindi,Introvert,Weekly,Mystery & Thriller,Moderate
ID1178,47,United Kingdom,English,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID1179,29,Brazil,Portuguese,Ambivert,Several times a week,Fiction,High
ID1180,68,China,Mandarin Chinese,Introvert,Several times a week,Science & Technology,Moderate
ID1181,51,Mexico,Spanish,Introvert,Several times a week,Business,Moderate
ID1182,53,United Kingdom,English,Ambivert,Weekly,Science & Technology,High
ID1183,61,Canada,English,Ambivert,Monthly,Science Fiction,Moderate
ID1184,33,Mexico,Spanish,Introvert,Monthly,Science & Technology,Moderate
ID1185,25,Germany,German,Introvert,Daily,Business,Moderate
ID1186,54,United Kingdom,English,Introvert,Weekly,Fantasy,High
ID1187,28,Japan,Japanese,Extrovert,Several times a week,Romance,High
ID1188,26,United States,English,Introvert,Daily,Comics & Graphic Novels,High
ID1189,38,India,Hindi,Introvert,Rarely,Science Fiction,High
ID1190,19,Mexico,Spanish,Extrovert,Weekly,Mystery & Thriller,High
ID1191,27,India,Hindi,Introvert,Daily,Business,Moderate
ID1192,49,United Kingdom,English,Ambivert,Daily,Fantasy,Moderate
ID1193,49,Japan,Japanese,Ambivert,Rarely,Fiction,Low
ID1194,59,India,Hindi,Introvert,Monthly,Romance,Moderate
ID1195,64,United Kingdom,English,Introvert,Weekly,History,High
ID1196,42,Canada,English,Extrovert,Several times a week,Science Fiction,High
ID1197,48,Nigeria,English,Ambivert,Daily,Fiction,Low
ID1198,37,Germany,German,Ambivert,Weekly,Fantasy,Moderate
ID1199,69,Canada,English,Introvert,Daily,Romance,Moderate
ID1200,42,South Korea,Korean,Ambivert,Monthly,Poetry,Moderate
ID1201,19,South Korea,Korean,Extrovert,Rarely,Mystery & Thriller,Low
ID1202,65,Netherlands,Dutch,Introvert,Several times a week,Self-Help,Moderate
ID1203,70,India,Hindi,Introvert,Daily,History,Moderate
ID1204,47,India,Hindi,Ambivert,Daily,Science Fiction,Moderate
ID1205,49,India,Hindi,Ambivert,Daily,Fiction,Moderate
ID1206,65,United States,English,Introvert,Daily,Fiction,Moderate
ID1207,46,Italy,Italian,Introvert,Several times a week,Fiction,Moderate
ID1208,66,China,Mandarin Chinese,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1209,74,China,Mandarin Chinese,Ambivert,Daily,Mystery & Thriller,Moderate
ID1210,37,Germany,German,Ambivert,Rarely,History,High
ID1211,41,Spain,Spanish,Extrovert,Daily,Science Fiction,High
ID1212,52,India,Hindi,Extrovert,Weekly,Self-Help,Moderate
ID1213,51,United Arab Emirates,Arabic,Extrovert,Daily,Biography & Memoir,Moderate
ID1214,39,India,Hindi,Ambivert,Weekly,Fantasy,High
ID1215,29,India,Hindi,Introvert,Monthly,Romance,Moderate
ID1216,70,Nigeria,English,Introvert,Weekly,Romance,Low
ID1217,53,United Kingdom,English,Extrovert,Several times a week,Self-Help,Moderate
ID1218,53,India,Hindi,Ambivert,Weekly,History,Moderate
ID1219,40,United Kingdom,English,Extrovert,Several times a week,Fantasy,Moderate
ID1220,68,Germany,German,Extrovert,Monthly,Comics & Graphic Novels,Moderate
ID1221,55,India,Hindi,Ambivert,Daily,Business,Low
ID1222,30,Canada,English,Ambivert,Monthly,Romance,High
ID1223,23,India,Hindi,Ambivert,Several times a week,Biography & Memoir,Moderate
ID1224,52,Italy,Italian,Ambivert,Weekly,Romance,Low
ID1225,25,India,Hindi,Introvert,Daily,Mystery & Thriller,Low
ID1226,57,United Kingdom,English,Ambivert,Weekly,Business,High
ID1227,42,China,Mandarin Chinese,Ambivert,Weekly,Fantasy,Low
ID1228,35,India,Hindi,Ambivert,Rarely,Mystery & Thriller,Low
ID1229,70,United States,English,Introvert,Daily,Fiction,High
ID1230,55,South Korea,Korean,Extrovert,Weekly,Science Fiction,Moderate
ID1231,32,United States,English,Ambivert,Weekly,Biography & Memoir,High
ID1232,47,Brazil,Portuguese,Ambivert,Weekly,Science Fiction,Moderate
ID1233,71,Brazil,Portuguese,Extrovert,Weekly,Romance,Moderate
ID1234,73,India,Hindi,Introvert,Several times a week,Self-Help,Moderate
ID1235,56,Japan,Japanese,Ambivert,Daily,Business,High
ID1236,33,Brazil,Portuguese,Extrovert,Daily,Mystery & Thriller,High
ID1237,64,United States,English,Extrovert,Several times a week,Romance,Moderate
ID1238,54,Japan,Japanese,Introvert,Several times a week,Fantasy,Moderate
ID1239,72,India,Hindi,Extrovert,Rarely,Science & Technology,Moderate
ID1240,44,France,French,Ambivert,Several times a week,Science Fiction,High
ID1241,62,India,Hindi,Extrovert,Weekly,Fiction,Low
ID1242,71,India,Hindi,Introvert,Several times a week,Business,Moderate
ID1243,21,India,Hindi,Ambivert,Several times a week,Biography & Memoir,Moderate
ID1244,28,France,French,Extrovert,Weekly,Romance,Moderate
ID1245,32,India,Hindi,Ambivert,Rarely,History,Moderate
ID1246,48,France,French,Ambivert,Monthly,Science Fiction,Moderate
ID1247,67,India,Hindi,Extrovert,Monthly,Self-Help,Moderate
ID1248,29,India,Hindi,Introvert,Daily,Mystery & Thriller,High
ID1249,75,United Kingdom,English,Ambivert,Monthly,Poetry,High
ID1250,62,Brazil,Portuguese,Extrovert,Daily,Biography & Memoir,Moderate
ID1251,50,India,Hindi,Ambivert,Several times a week,History,Moderate
ID1252,37,India,Hindi,Introvert,Daily,History,Moderate
ID1253,63,United States,English,Ambivert,Daily,Biography & Memoir,Moderate
ID1254,66,Japan,Japanese,Introvert,Several times a week,Biography & Memoir,High
ID1255,30,India,Hindi,Ambivert,Weekly,Fiction,Moderate
ID1256,26,Brazil,Portuguese,Introvert,Monthly,Science Fiction,Moderate
ID1257,57,India,Hindi,Introvert,Weekly,Mystery & Thriller,Moderate
ID1258,26,India,Hindi,Ambivert,Monthly,Fantasy,Low
ID1259,34,Brazil,Portuguese,Introvert,Several times a week,Science Fiction,Low
ID1260,44,United Arab Emirates,Arabic,Ambivert,Weekly,Science & Technology,Low
ID1261,65,India,Hindi,Introvert,Daily,Romance,Moderate
ID1262,61,India,Hindi,Extrovert,Weekly,Science Fiction,Moderate
ID1263,22,United Arab Emirates,Arabic,Ambivert,Rarely,Science Fiction,Moderate
ID1264,20,India,Hindi,Ambivert,Weekly,Fantasy,Moderate
ID1265,66,Sweden,Swedish,Introvert,Rarely,Biography & Memoir,Low
ID1266,64,China,Mandarin Chinese,Introvert,Rarely,Science Fiction,High
ID1267,58,India,Hindi,Introvert,Rarely,Fantasy,High
ID1268,42,Indonesia,Indonesian,Extrovert,Several times a week,Self-Help,Low
ID1269,63,France,French,Introvert,Several times a week,Mystery & Thriller,High
ID1270,18,Sweden,Swedish,Extrovert,Weekly,Self-Help,Moderate
ID1271,41,United States,English,Introvert,Daily,Mystery & Thriller,Moderate
ID1272,52,Mexico,Spanish,Ambivert,Several times a week,Romance,Moderate
ID1273,55,Germany,German,Introvert,Daily,Mystery & Thriller,Moderate
ID1274,36,Indonesia,Indonesian,Ambivert,Several times a week,Self-Help,Moderate
ID1275,64,United Kingdom,English,Introvert,Daily,Fiction,Low
ID1276,75,France,French,Extrovert,Weekly,Fiction,Moderate
ID1277,38,France,French,Extrovert,Weekly,Romance,Low
ID1278,44,United Kingdom,English,Extrovert,Several times a week,Romance,High
ID1279,36,Japan,Japanese,Ambivert,Daily,Romance,Low
ID1280,33,India,Hindi,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1281,49,India,Hindi,Extrovert,Several times a week,Business,Moderate
ID1282,60,France,French,Ambivert,Weekly,Mystery & Thriller,Low
ID1283,40,United Kingdom,English,Introvert,Several times a week,Romance,Low
ID1284,43,Australia,English,Introvert,Weekly,Business,Moderate
ID1285,51,Italy,Italian,Introvert,Several times a week,Romance,Moderate
ID1286,62,Japan,Japanese,Introvert,Rarely,Science Fiction,Moderate
ID1287,32,Mexico,Spanish,Extrovert,Weekly,History,Moderate
ID1288,67,Brazil,Portuguese,Introvert,Daily,Mystery & Thriller,Low
ID1289,46,Germany,German,Extrovert,Weekly,Science & Technology,High
ID1290,35,China,Mandarin Chinese,Introvert,Several times a week,Fiction,Moderate
ID1291,25,China,Mandarin Chinese,Introvert,Daily,Fiction,Moderate
ID1292,35,Spain,Spanish,Extrovert,Weekly,Mystery & Thriller,Moderate
ID1293,25,France,French,Ambivert,Monthly,Science Fiction,Moderate
ID1294,26,Brazil,Portuguese,Introvert,Rarely,Fiction,High
ID1295,27,United Kingdom,English,Introvert,Weekly,History,Moderate
ID1296,32,Spain,Spanish,Ambivert,Several times a week,Fantasy,Moderate
ID1297,26,Australia,English,Ambivert,Daily,Poetry,High
ID1298,24,Germany,German,Ambivert,Monthly,Science Fiction,Moderate
ID1299,63,India,Hindi,Introvert,Several times a week,Self-Help,High
ID1300,18,United States,English,Introvert,Rarely,Fantasy,Moderate
ID1301,42,Japan,Japanese,Introvert,Monthly,Romance,Low
ID1302,19,France,French,Ambivert,Rarely,Mystery & Thriller,Moderate
ID1303,59,Japan,Japanese,Introvert,Daily,Fiction,High
ID1304,23,Mexico,Spanish,Introvert,Daily,Mystery & Thriller,High
ID1305,21,India,Hindi,Ambivert,Daily,Science & Technology,Low
ID1306,66,India,Hindi,Extrovert,Weekly,Comics & Graphic Novels,High
ID1307,45,Spain,Spanish,Introvert,Daily,Business,High
ID1308,51,Germany,German,Extrovert,Several times a week,Biography & Memoir,Moderate
ID1309,70,France,French,Ambivert,Weekly,Comics & Graphic Novels,High
ID1310,60,Italy,Italian,Extrovert,Weekly,Poetry,High
ID1311,46,United Kingdom,English,Extrovert,Weekly,Mystery & Thriller,High
ID1312,46,Australia,English,Extrovert,Several times a week,Fiction,Moderate
ID1313,63,India,Hindi,Extrovert,Monthly,Romance,High
ID1314,40,Japan,Japanese,Ambivert,Several times a week,Biography & Memoir,High
ID1315,62,China,Mandarin Chinese,Extrovert,Several times a week,Poetry,High
ID1316,37,France,French,Introvert,Monthly,Mystery & Thriller,Moderate
ID1317,24,India,Hindi,Introvert,Rarely,Business,Moderate
ID1318,28,South Korea,Korean,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID1319,24,United Kingdom,English,Ambivert,Daily,Fantasy,Moderate
ID1320,55,India,Hindi,Ambivert,Several times a week,Fiction,Low
ID1321,28,Canada,English,Extrovert,Weekly,Self-Help,High
ID1322,51,India,Hindi,Introvert,Weekly,Comics & Graphic Novels,High
ID1323,70,India,Hindi,Ambivert,Several times a week,Poetry,Moderate
ID1324,52,India,Hindi,Ambivert,Several times a week,Romance,Moderate
ID1325,73,Spain,Spanish,Introvert,Weekly,Fantasy,Low
ID1326,48,Canada,English,Ambivert,Monthly,Biography & Memoir,Moderate
ID1327,45,Australia,English,Ambivert,Weekly,History,Moderate
ID1328,54,Canada,English,Ambivert,Monthly,Self-Help,Low
ID1329,48,Brazil,Portuguese,Ambivert,Rarely,Business,Moderate
ID1330,69,Japan,Japanese,Ambivert,Monthly,Self-Help,High
ID1331,75,United States,English,Extrovert,Several times a week,Self-Help,Moderate
ID1332,35,Netherlands,Dutch,Ambivert,Weekly,Mystery & Thriller,Moderate
ID1333,70,Japan,Japanese,Ambivert,Weekly,Fiction,High
ID1334,73,Spain,Spanish,Extrovert,Daily,Science Fiction,Moderate
ID1335,73,China,Mandarin Chinese,Ambivert,Daily,Biography & Memoir,Moderate
ID1336,74,United Kingdom,English,Ambivert,Several times a week,Fantasy,Moderate
ID1337,59,Mexico,Spanish,Introvert,Several times a week,Science Fiction,High
ID1338,21,India,Hindi,Introvert,Weekly,Mystery & Thriller,High
ID1339,28,Australia,English,Ambivert,Several times a week,Business,High
ID1340,63,India,Hindi,Ambivert,Weekly,Fantasy,Moderate
ID1341,24,United States,English,Introvert,Several times a week,Business,Low
ID1342,31,South Africa,English,Extrovert,Daily,Fantasy,Moderate
ID1343,48,China,Mandarin Chinese,Ambivert,Rarely,Romance,Moderate
ID1344,44,South Korea,Korean,Extrovert,Daily,Biography & Memoir,High
ID1345,46,United States,English,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID1346,67,Australia,English,Extrovert,Rarely,Biography & Memoir,Moderate
ID1347,68,United Kingdom,English,Ambivert,Several times a week,Mystery & Thriller,High
ID1348,41,United Arab Emirates,Arabic,Introvert,Daily,Mystery & Thriller,Low
ID1349,55,Japan,Japanese,Introvert,Several times a week,Self-Help,Low
ID1350,46,Canada,English,Extrovert,Rarely,Fantasy,Moderate
ID1351,19,Canada,English,Extrovert,Daily,Fiction,Moderate
ID1352,58,United Kingdom,English,Ambivert,Several times a week,Romance,High
ID1353,50,India,Hindi,Introvert,Several times a week,Mystery & Thriller,High
ID1354,58,United States,English,Introvert,Weekly,Romance,High
ID1355,68,Japan,Japanese,Extrovert,Daily,Science Fiction,Moderate
ID1356,31,Indonesia,Indonesian,Ambivert,Daily,Science & Technology,Moderate
ID1357,57,United Arab Emirates,Arabic,Extrovert,Daily,History,Moderate
ID1358,69,Indonesia,Indonesian,Ambivert,Daily,Fiction,High
ID1359,35,South Korea,Korean,Extrovert,Daily,History,High
ID1360,70,Mexico,Spanish,Introvert,Daily,Business,Moderate
ID1361,66,India,Hindi,Ambivert,Rarely,Mystery & Thriller,Moderate
ID1362,40,United States,English,Extrovert,Several times a week,Biography & Memoir,High
ID1363,53,China,Mandarin Chinese,Ambivert,Weekly,Fantasy,Low
ID1364,64,Indonesia,Indonesian,Ambivert,Weekly,Science Fiction,Moderate
ID1365,56,Indonesia,Indonesian,Introvert,Weekly,Fiction,High
ID1366,36,United States,English,Introvert,Weekly,Romance,Moderate
ID1367,41,India,Hindi,Ambivert,Daily,Self-Help,Moderate
ID1368,50,Italy,Italian,Ambivert,Weekly,Fiction,Moderate
ID1369,53,Nigeria,English,Ambivert,Weekly,History,High
ID1370,63,France,French,Introvert,Daily,Science Fiction,Moderate
ID1371,34,South Korea,Korean,Ambivert,Monthly,Science Fiction,Moderate
ID1372,57,Canada,English,Extrovert,Monthly,Business,High
ID1373,47,Canada,English,Extrovert,Daily,Biography & Memoir,High
ID1374,18,Spain,Spanish,Ambivert,Weekly,Romance,Low
ID1375,63,India,Hindi,Introvert,Weekly,Romance,Moderate
ID1376,20,Indonesia,Indonesian,Ambivert,Monthly,Biography & Memoir,Low
ID1377,59,India,Hindi,Extrovert,Weekly,Mystery & Thriller,High
ID1378,47,India,Hindi,Introvert,Several times a week,Poetry,High
ID1379,25,India,Hindi,Ambivert,Weekly,Mystery & Thriller,High
ID1380,34,Spain,Spanish,Ambivert,Several times a week,Business,Moderate
ID1381,63,Canada,English,Ambivert,Several times a week,Poetry,High
ID1382,38,France,French,Ambivert,Rarely,History,Moderate
ID1383,43,India,Hindi,Extrovert,Weekly,Fiction,Moderate
ID1384,43,India,Hindi,Ambivert,Daily,Science Fiction,High
ID1385,61,Italy,Italian,Introvert,Daily,Business,High
ID1386,50,United States,English,Ambivert,Rarely,Fantasy,Moderate
ID1387,47,India,Hindi,Introvert,Daily,History,Moderate
ID1388,45,Canada,English,Ambivert,Daily,Self-Help,Low
ID1389,71,Nigeria,English,Introvert,Daily,Science Fiction,Low
ID1390,43,Spain,Spanish,Ambivert,Monthly,Mystery & Thriller,High
ID1391,27,South Korea,Korean,Extrovert,Rarely,Mystery & Thriller,Moderate
ID1392,22,Indonesia,Indonesian,Introvert,Several times a week,Mystery & Thriller,Low
ID1393,33,France,French,Ambivert,Weekly,Mystery & Thriller,Low
ID1394,24,United Kingdom,English,Introvert,Monthly,Fantasy,Moderate
ID1395,27,Spain,Spanish,Introvert,Several times a week,Poetry,High
ID1396,34,France,French,Ambivert,Daily,Business,Low
ID1397,39,Australia,English,Introvert,Weekly,Fantasy,Moderate
ID1398,70,India,Hindi,Ambivert,Monthly,Business,Low
ID1399,57,Japan,Japanese,Ambivert,Monthly,Fantasy,Moderate
ID1400,39,Australia,English,Ambivert,Daily,Science & Technology,Moderate
ID1401,71,United States,English,Extrovert,Monthly,Fiction,Low
ID1402,23,United Kingdom,English,Ambivert,Rarely,Fiction,Low
ID1403,39,Spain,Spanish,Ambivert,Several times a week,Fiction,Moderate
ID1404,53,France,French,Extrovert,Daily,Science & Technology,Low
ID1405,64,Mexico,Spanish,Introvert,Daily,Self-Help,High
ID1406,44,India,Hindi,Ambivert,Several times a week,Poetry,Low
ID1407,70,United States,English,Ambivert,Weekly,Science Fiction,Low
ID1408,38,Indonesia,Indonesian,Ambivert,Several times a week,Science Fiction,Moderate
ID1409,58,South Korea,Korean,Introvert,Daily,Mystery & Thriller,High
ID1410,74,Spain,Spanish,Introvert,Several times a week,Romance,Moderate
ID1411,28,Australia,English,Introvert,Several times a week,History,High
ID1412,69,United Kingdom,English,Introvert,Weekly,Fiction,Moderate
ID1413,35,Canada,English,Introvert,Rarely,Fiction,Low
ID1414,56,United States,English,Extrovert,Daily,Fiction,Moderate
ID1415,19,Italy,Italian,Introvert,Weekly,Fiction,High
ID1416,48,Australia,English,Ambivert,Daily,Poetry,Moderate
ID1417,21,Brazil,Portuguese,Ambivert,Weekly,Self-Help,Moderate
ID1418,39,Sweden,Swedish,Introvert,Daily,Fantasy,Moderate
ID1419,48,United States,English,Introvert,Rarely,Business,High
ID1420,61,Japan,Japanese,Ambivert,Daily,Mystery & Thriller,High
ID1421,48,Sweden,Swedish,Extrovert,Weekly,Business,Moderate
ID1422,56,Spain,Spanish,Ambivert,Daily,Biography & Memoir,Moderate
ID1423,63,Canada,English,Ambivert,Daily,Mystery & Thriller,Moderate
ID1424,40,South Korea,Korean,Introvert,Weekly,Biography & Memoir,High
ID1425,29,India,Hindi,Introvert,Weekly,Fiction,Moderate
ID1426,64,India,Hindi,Introvert,Several times a week,History,High
ID1427,43,Brazil,Portuguese,Ambivert,Several times a week,Business,High
ID1428,63,Brazil,Portuguese,Ambivert,Several times a week,History,Low
ID1429,73,United Kingdom,English,Ambivert,Rarely,Biography & Memoir,Moderate
ID1430,61,Sweden,Swedish,Extrovert,Weekly,Poetry,High
ID1431,52,Brazil,Portuguese,Extrovert,Several times a week,Romance,High
ID1432,30,Brazil,Portuguese,Extrovert,Weekly,Romance,Low
ID1433,25,Indonesia,Indonesian,Introvert,Monthly,Fiction,Moderate
ID1434,34,Mexico,Spanish,Extrovert,Weekly,Science Fiction,Moderate
ID1435,36,United States,English,Introvert,Weekly,Business,High
ID1436,27,India,Hindi,Extrovert,Weekly,Self-Help,Low
ID1437,18,Nigeria,English,Ambivert,Weekly,Fiction,Moderate
ID1438,25,India,Hindi,Extrovert,Weekly,History,Low
ID1439,63,India,Hindi,Ambivert,Several times a week,Biography & Memoir,Moderate
ID1440,62,India,Hindi,Introvert,Daily,Biography & Memoir,Moderate
ID1441,75,India,Hindi,Ambivert,Rarely,Mystery & Thriller,Moderate
ID1442,26,Mexico,Spanish,Extrovert,Monthly,Business,Low
ID1443,73,India,Hindi,Introvert,Several times a week,Self-Help,Low
ID1444,37,France,French,Ambivert,Daily,Romance,Moderate
ID1445,33,Nigeria,English,Introvert,Daily,Science Fiction,Low
ID1446,53,United Arab Emirates,Arabic,Introvert,Several times a week,Business,Low
ID1447,62,Brazil,Portuguese,Introvert,Several times a week,Biography & Memoir,Moderate
ID1448,70,United Kingdom,English,Extrovert,Daily,Fiction,Moderate
ID1449,24,Australia,English,Introvert,Rarely,Fantasy,Moderate
ID1450,52,Japan,Japanese,Ambivert,Daily,Romance,Moderate
ID1451,70,South Korea,Korean,Extrovert,Monthly,Fantasy,Moderate
ID1452,62,South Korea,Korean,Introvert,Weekly,Mystery & Thriller,Moderate
ID1453,55,Germany,German,Extrovert,Rarely,Mystery & Thriller,Moderate
